REGION,EMISSION,YEAR,VALUE
REGION1,BESO,2041,155.67
REGION1,BESO,2042,162.7
REGION1,BESO,2043,169.73
REGION1,BESO,2044,176.75
REGION1,BESO,2045,183.78
REGION1,BESO,2046,190.81
REGION1,BESO,2047,197.84
REGION1,BESO,2048,204.86
REGION1,BESO,2049,211.89
REGION1,BESO,2050,218.92
REGION1,BESO,2051,218.92
REGION1,BESO,2052,218.92
REGION1,BESO,2053,218.92
REGION1,BESO,2054,218.92
REGION1,BESO,2055,218.92
REGION1,BESO,2056,218.92
REGION1,BESO,2057,218.92
REGION1,BESO,2058,218.92
REGION1,BESO,2059,218.92
REGION1,BESO,2060,218.92
REGION1,DKSO,2015,2.17
REGION1,DKSO,2016,2.68
REGION1,DKSO,2017,2.7
REGION1,DKSO,2018,3.43
REGION1,DKSO,2019,3.47
REGION1,DKSO,2020,4.25
REGION1,DKSO,2021,4.71
REGION1,DKSO,2022,9.59
REGION1,DKSO,2023,11.99
REGION1,DKSO,2024,18.51
REGION1,DKSO,2025,25.39
REGION1,DKSO,2026,32.27
REGION1,DKSO,2027,39.14
REGION1,DKSO,2028,46.02
REGION1,DKSO,2029,52.89
REGION1,DKSO,2030,59.77
REGION1,DKSO,2031,66.64
REGION1,DKSO,2032,73.52
REGION1,DKSO,2033,80.39
REGION1,DKSO,2034,87.27
REGION1,DKSO,2035,94.14
REGION1,DKSO,2036,101.02
REGION1,DKSO,2037,107.89
REGION1,DKSO,2038,114.77
REGION1,DKSO,2039,121.64
REGION1,DKSO,2040,128.52
REGION1,DKSO,2041,135.4
REGION1,DKSO,2042,142.27
REGION1,DKSO,2043,149.15
REGION1,DKSO,2044,156.02
REGION1,DKSO,2045,162.9
REGION1,DKSO,2046,169.77
REGION1,DKSO,2047,176.65
REGION1,DKSO,2048,183.52
REGION1,DKSO,2049,190.4
REGION1,DKSO,2050,197.27
REGION1,DKSO,2051,197.27
REGION1,DKSO,2052,197.27
REGION1,DKSO,2053,197.27
REGION1,DKSO,2054,197.27
REGION1,DKSO,2055,197.27
REGION1,DKSO,2056,197.27
REGION1,DKSO,2057,197.27
REGION1,DKSO,2058,197.27
REGION1,DKSO,2059,197.27
REGION1,DKSO,2060,197.27
REGION1,EESO,2015,0.02
REGION1,EESO,2016,0.03
REGION1,EESO,2017,0.05
REGION1,EESO,2018,0.11
REGION1,EESO,2019,0.26
REGION1,EESO,2020,0.88
REGION1,EESO,2021,1.27
REGION1,EESO,2022,1.87
REGION1,EESO,2023,4.27
REGION1,EESO,2024,6.17
REGION1,EESO,2025,8.29
REGION1,EESO,2026,10.41
REGION1,EESO,2027,12.54
REGION1,EESO,2028,14.66
REGION1,EESO,2029,16.79
REGION1,EESO,2030,18.91
REGION1,EESO,2031,21.04
REGION1,EESO,2032,23.16
REGION1,EESO,2033,25.28
REGION1,EESO,2034,27.41
REGION1,EESO,2035,29.53
REGION1,EESO,2036,31.66
REGION1,EESO,2037,33.78
REGION1,EESO,2038,35.9
REGION1,EESO,2039,38.03
REGION1,EESO,2040,40.15
REGION1,EESO,2041,42.28
REGION1,EESO,2042,44.4
REGION1,EESO,2043,46.52
REGION1,EESO,2044,48.65
REGION1,EESO,2045,50.77
REGION1,EESO,2046,52.9
REGION1,EESO,2047,55.02
REGION1,EESO,2048,57.15
REGION1,EESO,2049,59.27
REGION1,EESO,2050,61.39
REGION1,EESO,2051,61.39
REGION1,EESO,2052,61.39
REGION1,EESO,2053,61.39
REGION1,EESO,2054,61.39
REGION1,EESO,2055,61.39
REGION1,EESO,2056,61.39
REGION1,EESO,2057,61.39
REGION1,EESO,2058,61.39
REGION1,EESO,2059,61.39
REGION1,EESO,2060,61.39
REGION1,FISO,2015,0.04
REGION1,FISO,2016,0.08
REGION1,FISO,2017,0.17
REGION1,FISO,2018,0.32
REGION1,FISO,2019,0.53
REGION1,FISO,2020,0.79
REGION1,FISO,2021,1.07
REGION1,FISO,2022,1.49
REGION1,FISO,2023,2.52
REGION1,FISO,2024,4.94
REGION1,FISO,2025,7.46
REGION1,FISO,2026,9.98
REGION1,FISO,2027,12.5
REGION1,FISO,2028,15.02
REGION1,FISO,2029,17.54
REGION1,FISO,2030,20.06
REGION1,FISO,2031,22.58
REGION1,FISO,2032,25.1
REGION1,FISO,2033,27.62
REGION1,FISO,2034,30.14
REGION1,FISO,2035,32.66
REGION1,FISO,2036,35.18
REGION1,FISO,2037,37.7
REGION1,FISO,2038,40.22
REGION1,FISO,2039,42.74
REGION1,FISO,2040,45.26
REGION1,FISO,2041,47.78
REGION1,FISO,2042,50.3
REGION1,FISO,2043,52.82
REGION1,FISO,2044,55.34
REGION1,FISO,2045,57.86
REGION1,FISO,2046,60.38
REGION1,FISO,2047,62.9
REGION1,FISO,2048,65.42
REGION1,FISO,2049,67.94
REGION1,FISO,2050,70.46
REGION1,FISO,2051,70.46
REGION1,FISO,2052,70.46
REGION1,FISO,2053,70.46
REGION1,FISO,2054,70.46
REGION1,FISO,2055,70.46
REGION1,FISO,2056,70.46
REGION1,FISO,2057,70.46
REGION1,FISO,2058,70.46
REGION1,FISO,2059,70.46
REGION1,FISO,2060,70.46
REGION1,LTSO,2015,0.26
REGION1,LTSO,2016,0.24
REGION1,LTSO,2017,0.24
REGION1,LTSO,2018,0.31
REGION1,LTSO,2019,0.33
REGION1,LTSO,2020,0.46
REGION1,LTSO,2021,0.69
REGION1,LTSO,2022,1.88
REGION1,LTSO,2023,3.91
REGION1,LTSO,2024,7.45
REGION1,LTSO,2025,11.26
REGION1,LTSO,2026,15.07
REGION1,LTSO,2027,18.88
REGION1,LTSO,2028,22.69
REGION1,LTSO,2029,26.5
REGION1,LTSO,2030,30.31
REGION1,LTSO,2031,34.12
REGION1,LTSO,2032,37.92
REGION1,LTSO,2033,41.73
REGION1,LTSO,2034,45.54
REGION1,LTSO,2035,49.35
REGION1,LTSO,2036,53.16
REGION1,LTSO,2037,56.97
REGION1,LTSO,2038,60.78
REGION1,LTSO,2039,64.58
REGION1,LTSO,2040,68.39
REGION1,LTSO,2041,72.2
REGION1,LTSO,2042,76.01
REGION1,LTSO,2043,79.82
REGION1,LTSO,2044,83.63
REGION1,LTSO,2045,87.44
REGION1,LTSO,2046,91.25
REGION1,LTSO,2047,95.05
REGION1,LTSO,2048,98.86
REGION1,LTSO,2049,102.67
REGION1,LTSO,2050,106.48
REGION1,LTSO,2051,106.48
REGION1,LTSO,2052,106.48
REGION1,LTSO,2053,106.48
REGION1,LTSO,2054,106.48
REGION1,LTSO,2055,106.48
REGION1,LTSO,2056,106.48
REGION1,LTSO,2057,106.48
REGION1,LTSO,2058,106.48
REGION1,LTSO,2059,106.48
REGION1,LTSO,2060,106.48
REGION1,NLSO,2015,3.99
REGION1,NLSO,2016,5.77
REGION1,NLSO,2017,7.93
REGION1,NLSO,2018,13.35
REGION1,NLSO,2019,19.44
REGION1,NLSO,2020,30.84
REGION1,NLSO,2021,41.38
REGION1,NLSO,2022,52.79
REGION1,NLSO,2023,64.67
REGION1,NLSO,2024,77.35
REGION1,NLSO,2025,90.39
REGION1,NLSO,2026,103.42
REGION1,NLSO,2027,116.46
REGION1,NLSO,2028,129.49
REGION1,NLSO,2029,142.53
REGION1,NLSO,2030,157.01
REGION1,NLSO,2031,171.5
REGION1,NLSO,2032,185.98
REGION1,NLSO,2033,200.47
REGION1,NLSO,2034,214.95
REGION1,NLSO,2035,229.44
REGION1,NLSO,2036,243.92
REGION1,NLSO,2037,258.41
REGION1,NLSO,2038,272.89
REGION1,NLSO,2039,287.37
REGION1,NLSO,2040,301.86
REGION1,NLSO,2041,316.34
REGION1,NLSO,2042,330.83
REGION1,NLSO,2043,345.31
REGION1,NLSO,2044,359.8
REGION1,NLSO,2045,374.28
REGION1,NLSO,2046,388.76
REGION1,NLSO,2047,403.25
REGION1,NLSO,2048,417.73
REGION1,NLSO,2049,432.22
REGION1,NLSO,2050,446.7
REGION1,NLSO,2051,446.7
REGION1,NLSO,2052,446.7
REGION1,NLSO,2053,446.7
REGION1,NLSO,2054,446.7
REGION1,NLSO,2055,446.7
REGION1,NLSO,2056,446.7
REGION1,NLSO,2057,446.7
REGION1,NLSO,2058,446.7
REGION1,NLSO,2059,446.7
REGION1,NLSO,2060,446.7
REGION1,PLSO,2015,0.21
REGION1,PLSO,2016,0.45
REGION1,PLSO,2017,0.59
REGION1,PLSO,2018,1.08
REGION1,PLSO,2019,2.56
REGION1,PLSO,2020,7.05
REGION1,PLSO,2021,14.16
REGION1,PLSO,2022,23.12
REGION1,PLSO,2023,34.1
REGION1,PLSO,2024,44.93
REGION1,PLSO,2025,56.87
REGION1,PLSO,2026,68.81
REGION1,PLSO,2027,80.74
REGION1,PLSO,2028,92.68
REGION1,PLSO,2029,104.61
REGION1,PLSO,2030,118.94
REGION1,PLSO,2031,133.26
REGION1,PLSO,2032,147.58
REGION1,PLSO,2033,161.91
REGION1,PLSO,2034,176.23
REGION1,PLSO,2035,190.55
REGION1,PLSO,2036,204.87
REGION1,PLSO,2037,219.2
REGION1,PLSO,2038,233.52
REGION1,PLSO,2039,247.84
REGION1,PLSO,2040,262.17
REGION1,PLSO,2041,276.49
REGION1,PLSO,2042,290.81
REGION1,PLSO,2043,305.14
REGION1,PLSO,2044,319.46
REGION1,PLSO,2045,333.78
REGION1,PLSO,2046,348.1
REGION1,PLSO,2047,362.43
REGION1,PLSO,2048,376.75
REGION1,PLSO,2049,391.07
REGION1,PLSO,2050,405.4
REGION1,PLSO,2051,405.4
REGION1,PLSO,2052,405.4
REGION1,PLSO,2053,405.4
REGION1,PLSO,2054,405.4
REGION1,PLSO,2055,405.4
REGION1,PLSO,2056,405.4
REGION1,PLSO,2057,405.4
REGION1,PLSO,2058,405.4
REGION1,PLSO,2059,405.4
REGION1,PLSO,2060,405.4
REGION1,UKSO,2015,27.12
REGION1,UKSO,2016,37.42
REGION1,UKSO,2017,41.25
REGION1,UKSO,2018,45.6
REGION1,UKSO,2019,44.7
REGION1,UKSO,2020,46.45
REGION1,UKSO,2021,43.7
REGION1,UKSO,2022,46.12
REGION1,UKSO,2023,47.31
REGION1,UKSO,2024,64.11
REGION1,UKSO,2025,81.57
REGION1,UKSO,2026,99.03
REGION1,UKSO,2027,116.49
REGION1,UKSO,2028,133.95
REGION1,UKSO,2029,151.41
REGION1,UKSO,2030,168.88
REGION1,UKSO,2031,186.34
REGION1,UKSO,2032,203.8
REGION1,UKSO,2033,221.26
REGION1,UKSO,2034,238.72
REGION1,UKSO,2035,256.18
REGION1,UKSO,2036,273.64
REGION1,UKSO,2037,291.1
REGION1,UKSO,2038,308.56
REGION1,UKSO,2039,326.03
REGION1,UKSO,2040,343.49
REGION1,UKSO,2041,360.95
REGION1,UKSO,2042,378.41
REGION1,UKSO,2043,395.87
REGION1,UKSO,2044,413.33
REGION1,UKSO,2045,430.79
REGION1,UKSO,2046,448.25
REGION1,UKSO,2047,465.71
REGION1,UKSO,2048,483.17
REGION1,UKSO,2049,500.64
REGION1,UKSO,2050,518.1
REGION1,UKSO,2051,518.1
REGION1,UKSO,2052,518.1
REGION1,UKSO,2053,518.1
REGION1,UKSO,2054,518.1
REGION1,UKSO,2055,518.1
REGION1,UKSO,2056,518.1
REGION1,UKSO,2057,518.1
REGION1,UKSO,2058,518.1
REGION1,UKSO,2059,518.1
REGION1,UKSO,2060,518.1
REGION1,NOSO,2015,0.05
REGION1,NOSO,2016,0.09
REGION1,NOSO,2017,0.14
REGION1,NOSO,2018,0.22
REGION1,NOSO,2019,0.38
REGION1,NOSO,2020,0.49
REGION1,NOSO,2021,0.63
REGION1,NOSO,2022,1
REGION1,NOSO,2023,1
REGION1,NOSO,2024,2.6
REGION1,NOSO,2025,4.2
REGION1,NOSO,2026,5.81
REGION1,NOSO,2027,7.42
REGION1,NOSO,2028,9.03
REGION1,NOSO,2029,10.64
REGION1,NOSO,2030,12.24
REGION1,NOSO,2031,13.85
REGION1,NOSO,2032,15.46
REGION1,NOSO,2033,17.07
REGION1,NOSO,2034,18.68
REGION1,NOSO,2035,20.28
REGION1,NOSO,2036,21.89
REGION1,NOSO,2037,23.5
REGION1,NOSO,2038,25.11
REGION1,NOSO,2039,26.72
REGION1,NOSO,2040,28.32
REGION1,NOSO,2041,29.93
REGION1,NOSO,2042,31.54
REGION1,NOSO,2043,33.15
REGION1,NOSO,2044,34.76
REGION1,NOSO,2045,36.36
REGION1,NOSO,2046,37.97
REGION1,NOSO,2047,39.58
REGION1,NOSO,2048,41.19
REGION1,NOSO,2049,42.8
REGION1,NOSO,2050,44.4
REGION1,NOSO,2051,44.4
REGION1,NOSO,2052,44.4
REGION1,NOSO,2053,44.4
REGION1,NOSO,2054,44.4
REGION1,NOSO,2055,44.4
REGION1,NOSO,2056,44.4
REGION1,NOSO,2057,44.4
REGION1,NOSO,2058,44.4
REGION1,NOSO,2059,44.4
REGION1,NOSO,2060,44.4
REGION1,SESO,2015,0.35
REGION1,SESO,2016,0.51
REGION1,SESO,2017,0.83
REGION1,SESO,2018,1.47
REGION1,SESO,2019,2.44
REGION1,SESO,2020,3.78
REGION1,SESO,2021,5.49
REGION1,SESO,2022,8.92
REGION1,SESO,2023,14.39
REGION1,SESO,2024,21.22
REGION1,SESO,2025,28.07
REGION1,SESO,2026,34.91
REGION1,SESO,2027,41.76
REGION1,SESO,2028,48.61
REGION1,SESO,2029,55.45
REGION1,SESO,2030,62.3
REGION1,SESO,2031,69.15
REGION1,SESO,2032,75.99
REGION1,SESO,2033,82.84
REGION1,SESO,2034,89.69
REGION1,SESO,2035,96.54
REGION1,SESO,2036,103.38
REGION1,SESO,2037,110.23
REGION1,SESO,2038,117.08
REGION1,SESO,2039,123.92
REGION1,SESO,2040,130.77
REGION1,SESO,2041,137.62
REGION1,SESO,2042,144.47
REGION1,SESO,2043,151.31
REGION1,SESO,2044,158.16
REGION1,SESO,2045,165.01
REGION1,SESO,2046,171.85
REGION1,SESO,2047,178.7
REGION1,SESO,2048,185.55
REGION1,SESO,2049,192.39
REGION1,SESO,2050,199.24
REGION1,SESO,2051,199.24
REGION1,SESO,2052,199.24
REGION1,SESO,2053,199.24
REGION1,SESO,2054,199.24
REGION1,SESO,2055,199.24
REGION1,SESO,2056,199.24
REGION1,SESO,2057,199.24
REGION1,SESO,2058,199.24
REGION1,SESO,2059,199.24
REGION1,SESO,2060,199.24
REGION1,DEWO,2015,1454.4
REGION1,DEWO,2016,1454.4
REGION1,DEWO,2017,1454.4
REGION1,DEWO,2018,1454.4
REGION1,DEWO,2019,1454.4
REGION1,DEWO,2020,1454.4
REGION1,DEWO,2021,1454.4
REGION1,DEWO,2022,1454.4
REGION1,DEWO,2023,1454.4
REGION1,DEWO,2024,1454.4
REGION1,DEWO,2025,1454.4
REGION1,DEWO,2026,1454.4
REGION1,DEWO,2027,1454.4
REGION1,DEWO,2028,1454.4
REGION1,DEWO,2029,1454.4
REGION1,DEWO,2030,1454.4
REGION1,DEWO,2031,1454.4
REGION1,DEWO,2032,1454.4
REGION1,DEWO,2033,1454.4
REGION1,DEWO,2034,1454.4
REGION1,DEWO,2035,1454.4
REGION1,DEWO,2036,1454.4
REGION1,DEWO,2037,1454.4
REGION1,DEWO,2038,1454.4
REGION1,DEWO,2039,1454.4
REGION1,DEWO,2040,1454.4
REGION1,DEWO,2041,1454.4
REGION1,DEWO,2042,1454.4
REGION1,DEWO,2043,1454.4
REGION1,DEWO,2044,1454.4
REGION1,DEWO,2045,1454.4
REGION1,DEWO,2046,1454.4
REGION1,DEWO,2047,1454.4
REGION1,DEWO,2048,1454.4
REGION1,DEWO,2049,1454.4
REGION1,DEWO,2050,1454.4
REGION1,DEWO,2051,1454.4
REGION1,DEWO,2052,1454.4
REGION1,DEWO,2053,1454.4
REGION1,DEWO,2054,1454.4
REGION1,DEWO,2055,1454.4
REGION1,DEWO,2056,1454.4
REGION1,DEWO,2057,1454.4
REGION1,DEWO,2058,1454.4
REGION1,DEWO,2059,1454.4
REGION1,DEWO,2060,1454.4
REGION1,DKWO,2015,3355.2
REGION1,DKWO,2016,3355.2
REGION1,DKWO,2017,3355.2
REGION1,DKWO,2018,3355.2
REGION1,DKWO,2019,3355.2
REGION1,DKWO,2020,3355.2
REGION1,DKWO,2021,3355.2
REGION1,DKWO,2022,3355.2
REGION1,DKWO,2023,3355.2
REGION1,DKWO,2024,3355.2
REGION1,DKWO,2025,3355.2
REGION1,DKWO,2026,3355.2
REGION1,DKWO,2027,3355.2
REGION1,DKWO,2028,3355.2
REGION1,DKWO,2029,3355.2
REGION1,DKWO,2030,3355.2
REGION1,DKWO,2031,3355.2
REGION1,DKWO,2032,3355.2
REGION1,DKWO,2033,3355.2
REGION1,DKWO,2034,3355.2
REGION1,DKWO,2035,3355.2
REGION1,DKWO,2036,3355.2
REGION1,DKWO,2037,3355.2
REGION1,DKWO,2038,3355.2
REGION1,DKWO,2039,3355.2
REGION1,DKWO,2040,3355.2
REGION1,DKWO,2041,3355.2
REGION1,DKWO,2042,3355.2
REGION1,DKWO,2043,3355.2
REGION1,DKWO,2044,3355.2
REGION1,DKWO,2045,3355.2
REGION1,DKWO,2046,3355.2
REGION1,DKWO,2047,3355.2
REGION1,DKWO,2048,3355.2
REGION1,DKWO,2049,3355.2
REGION1,DKWO,2050,3355.2
REGION1,DKWO,2051,3355.2
REGION1,DKWO,2052,3355.2
REGION1,DKWO,2053,3355.2
REGION1,DKWO,2054,3355.2
REGION1,DKWO,2055,3355.2
REGION1,DKWO,2056,3355.2
REGION1,DKWO,2057,3355.2
REGION1,DKWO,2058,3355.2
REGION1,DKWO,2059,3355.2
REGION1,DKWO,2060,3355.2
REGION1,EEWO,2015,777.6
REGION1,EEWO,2016,777.6
REGION1,EEWO,2017,777.6
REGION1,EEWO,2018,777.6
REGION1,EEWO,2019,777.6
REGION1,EEWO,2020,777.6
REGION1,EEWO,2021,777.6
REGION1,EEWO,2022,777.6
REGION1,EEWO,2023,777.6
REGION1,EEWO,2024,777.6
REGION1,EEWO,2025,777.6
REGION1,EEWO,2026,777.6
REGION1,EEWO,2027,777.6
REGION1,EEWO,2028,777.6
REGION1,EEWO,2029,777.6
REGION1,EEWO,2030,777.6
REGION1,EEWO,2031,777.6
REGION1,EEWO,2032,777.6
REGION1,EEWO,2033,777.6
REGION1,EEWO,2034,777.6
REGION1,EEWO,2035,777.6
REGION1,EEWO,2036,777.6
REGION1,EEWO,2037,777.6
REGION1,EEWO,2038,777.6
REGION1,EEWO,2039,777.6
REGION1,EEWO,2040,777.6
REGION1,EEWO,2041,777.6
REGION1,EEWO,2042,777.6
REGION1,EEWO,2043,777.6
REGION1,EEWO,2044,777.6
REGION1,EEWO,2045,777.6
REGION1,EEWO,2046,777.6
REGION1,EEWO,2047,777.6
REGION1,EEWO,2048,777.6
REGION1,EEWO,2049,777.6
REGION1,EEWO,2050,777.6
REGION1,EEWO,2051,777.6
REGION1,EEWO,2052,777.6
REGION1,EEWO,2053,777.6
REGION1,EEWO,2054,777.6
REGION1,EEWO,2055,777.6
REGION1,EEWO,2056,777.6
REGION1,EEWO,2057,777.6
REGION1,EEWO,2058,777.6
REGION1,EEWO,2059,777.6
REGION1,EEWO,2060,777.6
REGION1,FIWO,2015,3438
REGION1,FIWO,2016,3438
REGION1,FIWO,2017,3438
REGION1,FIWO,2018,3438
REGION1,FIWO,2019,3438
REGION1,FIWO,2020,3438
REGION1,FIWO,2021,3438
REGION1,FIWO,2022,3438
REGION1,FIWO,2023,3438
REGION1,FIWO,2024,3438
REGION1,FIWO,2025,3438
REGION1,FIWO,2026,3438
REGION1,FIWO,2027,3438
REGION1,FIWO,2028,3438
REGION1,FIWO,2029,3438
REGION1,FIWO,2030,3438
REGION1,FIWO,2031,3438
REGION1,FIWO,2032,3438
REGION1,FIWO,2033,3438
REGION1,FIWO,2034,3438
REGION1,FIWO,2035,3438
REGION1,FIWO,2036,3438
REGION1,FIWO,2037,3438
REGION1,FIWO,2038,3438
REGION1,FIWO,2039,3438
REGION1,FIWO,2040,3438
REGION1,FIWO,2041,3438
REGION1,FIWO,2042,3438
REGION1,FIWO,2043,3438
REGION1,FIWO,2044,3438
REGION1,FIWO,2045,3438
REGION1,FIWO,2046,3438
REGION1,FIWO,2047,3438
REGION1,FIWO,2048,3438
REGION1,FIWO,2049,3438
REGION1,FIWO,2050,3438
REGION1,FIWO,2051,3438
REGION1,FIWO,2052,3438
REGION1,FIWO,2053,3438
REGION1,FIWO,2054,3438
REGION1,FIWO,2055,3438
REGION1,FIWO,2056,3438
REGION1,FIWO,2057,3438
REGION1,FIWO,2058,3438
REGION1,FIWO,2059,3438
REGION1,FIWO,2060,3438
REGION1,FRWO,2015,4359.6
REGION1,FRWO,2016,4359.6
REGION1,FRWO,2017,4359.6
REGION1,FRWO,2018,4359.6
REGION1,FRWO,2019,4359.6
REGION1,FRWO,2020,4359.6
REGION1,FRWO,2021,4359.6
REGION1,FRWO,2022,4359.6
REGION1,FRWO,2023,4359.6
REGION1,FRWO,2024,4359.6
REGION1,FRWO,2025,4359.6
REGION1,FRWO,2026,4359.6
REGION1,FRWO,2027,4359.6
REGION1,FRWO,2028,4359.6
REGION1,FRWO,2029,4359.6
REGION1,FRWO,2030,4359.6
REGION1,FRWO,2031,4359.6
REGION1,FRWO,2032,4359.6
REGION1,FRWO,2033,4359.6
REGION1,FRWO,2034,4359.6
REGION1,FRWO,2035,4359.6
REGION1,FRWO,2036,4359.6
REGION1,FRWO,2037,4359.6
REGION1,FRWO,2038,4359.6
REGION1,FRWO,2039,4359.6
REGION1,FRWO,2040,4359.6
REGION1,FRWO,2041,4359.6
REGION1,FRWO,2042,4359.6
REGION1,FRWO,2043,4359.6
REGION1,FRWO,2044,4359.6
REGION1,FRWO,2045,4359.6
REGION1,FRWO,2046,4359.6
REGION1,FRWO,2047,4359.6
REGION1,FRWO,2048,4359.6
REGION1,FRWO,2049,4359.6
REGION1,FRWO,2050,4359.6
REGION1,FRWO,2051,4359.6
REGION1,FRWO,2052,4359.6
REGION1,FRWO,2053,4359.6
REGION1,FRWO,2054,4359.6
REGION1,FRWO,2055,4359.6
REGION1,FRWO,2056,4359.6
REGION1,FRWO,2057,4359.6
REGION1,FRWO,2058,4359.6
REGION1,FRWO,2059,4359.6
REGION1,FRWO,2060,4359.6
REGION1,LTWO,2015,306
REGION1,LTWO,2016,306
REGION1,LTWO,2017,306
REGION1,LTWO,2018,306
REGION1,LTWO,2019,306
REGION1,LTWO,2020,306
REGION1,LTWO,2021,306
REGION1,LTWO,2022,306
REGION1,LTWO,2023,306
REGION1,LTWO,2024,306
REGION1,LTWO,2025,306
REGION1,LTWO,2026,306
REGION1,LTWO,2027,306
REGION1,LTWO,2028,306
REGION1,LTWO,2029,306
REGION1,LTWO,2030,306
REGION1,LTWO,2031,306
REGION1,LTWO,2032,306
REGION1,LTWO,2033,306
REGION1,LTWO,2034,306
REGION1,LTWO,2035,306
REGION1,LTWO,2036,306
REGION1,LTWO,2037,306
REGION1,LTWO,2038,306
REGION1,LTWO,2039,306
REGION1,LTWO,2040,306
REGION1,LTWO,2041,306
REGION1,LTWO,2042,306
REGION1,LTWO,2043,306
REGION1,LTWO,2044,306
REGION1,LTWO,2045,306
REGION1,LTWO,2046,306
REGION1,LTWO,2047,306
REGION1,LTWO,2048,306
REGION1,LTWO,2049,306
REGION1,LTWO,2050,306
REGION1,LTWO,2051,306
REGION1,LTWO,2052,306
REGION1,LTWO,2053,306
REGION1,LTWO,2054,306
REGION1,LTWO,2055,306
REGION1,LTWO,2056,306
REGION1,LTWO,2057,306
REGION1,LTWO,2058,306
REGION1,LTWO,2059,306
REGION1,LTWO,2060,306
REGION1,LVWO,2015,1368
REGION1,LVWO,2016,1368
REGION1,LVWO,2017,1368
REGION1,LVWO,2018,1368
REGION1,LVWO,2019,1368
REGION1,LVWO,2020,1368
REGION1,LVWO,2021,1368
REGION1,LVWO,2022,1368
REGION1,LVWO,2023,1368
REGION1,LVWO,2024,1368
REGION1,LVWO,2025,1368
REGION1,LVWO,2026,1368
REGION1,LVWO,2027,1368
REGION1,LVWO,2028,1368
REGION1,LVWO,2029,1368
REGION1,LVWO,2030,1368
REGION1,LVWO,2031,1368
REGION1,LVWO,2032,1368
REGION1,LVWO,2033,1368
REGION1,LVWO,2034,1368
REGION1,LVWO,2035,1368
REGION1,LVWO,2036,1368
REGION1,LVWO,2037,1368
REGION1,LVWO,2038,1368
REGION1,LVWO,2039,1368
REGION1,LVWO,2040,1368
REGION1,LVWO,2041,1368
REGION1,LVWO,2042,1368
REGION1,LVWO,2043,1368
REGION1,LVWO,2044,1368
REGION1,LVWO,2045,1368
REGION1,LVWO,2046,1368
REGION1,LVWO,2047,1368
REGION1,LVWO,2048,1368
REGION1,LVWO,2049,1368
REGION1,LVWO,2050,1368
REGION1,LVWO,2051,1368
REGION1,LVWO,2052,1368
REGION1,LVWO,2053,1368
REGION1,LVWO,2054,1368
REGION1,LVWO,2055,1368
REGION1,LVWO,2056,1368
REGION1,LVWO,2057,1368
REGION1,LVWO,2058,1368
REGION1,LVWO,2059,1368
REGION1,LVWO,2060,1368
REGION1,NLWO,2015,1429.2
REGION1,NLWO,2016,1429.2
REGION1,NLWO,2017,1429.2
REGION1,NLWO,2018,1429.2
REGION1,NLWO,2019,1429.2
REGION1,NLWO,2020,1429.2
REGION1,NLWO,2021,1429.2
REGION1,NLWO,2022,1429.2
REGION1,NLWO,2023,1429.2
REGION1,NLWO,2024,1429.2
REGION1,NLWO,2025,1429.2
REGION1,NLWO,2026,1429.2
REGION1,NLWO,2027,1429.2
REGION1,NLWO,2028,1429.2
REGION1,NLWO,2029,1429.2
REGION1,NLWO,2030,1429.2
REGION1,NLWO,2031,1429.2
REGION1,NLWO,2032,1429.2
REGION1,NLWO,2033,1429.2
REGION1,NLWO,2034,1429.2
REGION1,NLWO,2035,1429.2
REGION1,NLWO,2036,1429.2
REGION1,NLWO,2037,1429.2
REGION1,NLWO,2038,1429.2
REGION1,NLWO,2039,1429.2
REGION1,NLWO,2040,1429.2
REGION1,NLWO,2041,1429.2
REGION1,NLWO,2042,1429.2
REGION1,NLWO,2043,1429.2
REGION1,NLWO,2044,1429.2
REGION1,NLWO,2045,1429.2
REGION1,NLWO,2046,1429.2
REGION1,NLWO,2047,1429.2
REGION1,NLWO,2048,1429.2
REGION1,NLWO,2049,1429.2
REGION1,NLWO,2050,1429.2
REGION1,NLWO,2051,1429.2
REGION1,NLWO,2052,1429.2
REGION1,NLWO,2053,1429.2
REGION1,NLWO,2054,1429.2
REGION1,NLWO,2055,1429.2
REGION1,NLWO,2056,1429.2
REGION1,NLWO,2057,1429.2
REGION1,NLWO,2058,1429.2
REGION1,NLWO,2059,1429.2
REGION1,NLWO,2060,1429.2
REGION1,PLWO,2015,1612.8
REGION1,PLWO,2016,1612.8
REGION1,PLWO,2017,1612.8
REGION1,PLWO,2018,1612.8
REGION1,PLWO,2019,1612.8
REGION1,PLWO,2020,1612.8
REGION1,PLWO,2021,1612.8
REGION1,PLWO,2022,1612.8
REGION1,PLWO,2023,1612.8
REGION1,PLWO,2024,1612.8
REGION1,PLWO,2025,1612.8
REGION1,PLWO,2026,1612.8
REGION1,PLWO,2027,1612.8
REGION1,PLWO,2028,1612.8
REGION1,PLWO,2029,1612.8
REGION1,PLWO,2030,1612.8
REGION1,PLWO,2031,1612.8
REGION1,PLWO,2032,1612.8
REGION1,PLWO,2033,1612.8
REGION1,PLWO,2034,1612.8
REGION1,PLWO,2035,1612.8
REGION1,PLWO,2036,1612.8
REGION1,PLWO,2037,1612.8
REGION1,PLWO,2038,1612.8
REGION1,PLWO,2039,1612.8
REGION1,PLWO,2040,1612.8
REGION1,PLWO,2041,1612.8
REGION1,PLWO,2042,1612.8
