REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
REGION1,LUHFSTPH3,LUPM25,1,2042,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2043,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2044,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2045,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2046,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2047,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2048,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2049,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2050,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2051,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2052,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2053,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2054,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2055,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2056,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2057,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2058,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2059,0.0193
REGION1,LUHFSTPH3,LUPM25,1,2060,0.0193
REGION1,LUHYDMPH0,LUHO,1,2015,1
REGION1,LUHYDMPH0,LUHO,1,2016,1
REGION1,LUHYDMPH0,LUHO,1,2017,1
REGION1,LUHYDMPH0,LUHO,1,2018,1
REGION1,LUHYDMPH0,LUHO,1,2019,1
REGION1,LUHYDMPH0,LUHO,1,2020,1
REGION1,LUHYDMPH0,LUHO,1,2021,1
REGION1,LUHYDMPH0,LUHO,1,2022,1
REGION1,LUHYDMPH0,LUHO,1,2023,1
REGION1,LUHYDMPH0,LUHO,1,2024,1
REGION1,LUHYDMPH0,LUHO,1,2025,1
REGION1,LUHYDMPH0,LUHO,1,2026,1
REGION1,LUHYDMPH0,LUHO,1,2027,1
REGION1,LUHYDMPH0,LUHO,1,2028,1
REGION1,LUHYDMPH0,LUHO,1,2029,1
REGION1,LUHYDMPH0,LUHO,1,2030,1
REGION1,LUHYDMPH0,LUHO,1,2031,1
REGION1,LUHYDMPH0,LUHO,1,2032,1
REGION1,LUHYDMPH0,LUHO,1,2033,1
REGION1,LUHYDMPH0,LUHO,1,2034,1
REGION1,LUHYDMPH0,LUHO,1,2035,1
REGION1,LUHYDMPH0,LUHO,1,2036,1
REGION1,LUHYDMPH0,LUHO,1,2037,1
REGION1,LUHYDMPH0,LUHO,1,2038,1
REGION1,LUHYDMPH0,LUHO,1,2039,1
REGION1,LUHYDMPH0,LUHO,1,2040,1
REGION1,LUHYDMPH0,LUHO,1,2041,1
REGION1,LUHYDMPH0,LUHO,1,2042,1
REGION1,LUHYDMPH0,LUHO,1,2043,1
REGION1,LUHYDMPH0,LUHO,1,2044,1
REGION1,LUHYDMPH0,LUHO,1,2045,1
REGION1,LUHYDMPH0,LUHO,1,2046,1
REGION1,LUHYDMPH0,LUHO,1,2047,1
REGION1,LUHYDMPH0,LUHO,1,2048,1
REGION1,LUHYDMPH0,LUHO,1,2049,1
REGION1,LUHYDMPH0,LUHO,1,2050,1
REGION1,LUHYDMPH0,LUHO,1,2051,1
REGION1,LUHYDMPH0,LUHO,1,2052,1
REGION1,LUHYDMPH0,LUHO,1,2053,1
REGION1,LUHYDMPH0,LUHO,1,2054,1
REGION1,LUHYDMPH0,LUHO,1,2055,1
REGION1,LUHYDMPH0,LUHO,1,2056,1
REGION1,LUHYDMPH0,LUHO,1,2057,1
REGION1,LUHYDMPH0,LUHO,1,2058,1
REGION1,LUHYDMPH0,LUHO,1,2059,1
REGION1,LUHYDMPH0,LUHO,1,2060,1
REGION1,LUHYDMPH1,LUHO,1,2015,1
REGION1,LUHYDMPH1,LUHO,1,2016,1
REGION1,LUHYDMPH1,LUHO,1,2017,1
REGION1,LUHYDMPH1,LUHO,1,2018,1
REGION1,LUHYDMPH1,LUHO,1,2019,1
REGION1,LUHYDMPH1,LUHO,1,2020,1
REGION1,LUHYDMPH1,LUHO,1,2021,1
REGION1,LUHYDMPH1,LUHO,1,2022,1
REGION1,LUHYDMPH1,LUHO,1,2023,1
REGION1,LUHYDMPH1,LUHO,1,2024,1
REGION1,LUHYDMPH1,LUHO,1,2025,1
REGION1,LUHYDMPH1,LUHO,1,2026,1
REGION1,LUHYDMPH1,LUHO,1,2027,1
REGION1,LUHYDMPH1,LUHO,1,2028,1
REGION1,LUHYDMPH1,LUHO,1,2029,1
REGION1,LUHYDMPH1,LUHO,1,2030,1
REGION1,LUHYDMPH1,LUHO,1,2031,1
REGION1,LUHYDMPH1,LUHO,1,2032,1
REGION1,LUHYDMPH1,LUHO,1,2033,1
REGION1,LUHYDMPH1,LUHO,1,2034,1
REGION1,LUHYDMPH1,LUHO,1,2035,1
REGION1,LUHYDMPH1,LUHO,1,2036,1
REGION1,LUHYDMPH1,LUHO,1,2037,1
REGION1,LUHYDMPH1,LUHO,1,2038,1
REGION1,LUHYDMPH1,LUHO,1,2039,1
REGION1,LUHYDMPH1,LUHO,1,2040,1
REGION1,LUHYDMPH1,LUHO,1,2041,1
REGION1,LUHYDMPH1,LUHO,1,2042,1
REGION1,LUHYDMPH1,LUHO,1,2043,1
REGION1,LUHYDMPH1,LUHO,1,2044,1
REGION1,LUHYDMPH1,LUHO,1,2045,1
REGION1,LUHYDMPH1,LUHO,1,2046,1
REGION1,LUHYDMPH1,LUHO,1,2047,1
REGION1,LUHYDMPH1,LUHO,1,2048,1
REGION1,LUHYDMPH1,LUHO,1,2049,1
REGION1,LUHYDMPH1,LUHO,1,2050,1
REGION1,LUHYDMPH1,LUHO,1,2051,1
REGION1,LUHYDMPH1,LUHO,1,2052,1
REGION1,LUHYDMPH1,LUHO,1,2053,1
REGION1,LUHYDMPH1,LUHO,1,2054,1
REGION1,LUHYDMPH1,LUHO,1,2055,1
REGION1,LUHYDMPH1,LUHO,1,2056,1
REGION1,LUHYDMPH1,LUHO,1,2057,1
REGION1,LUHYDMPH1,LUHO,1,2058,1
REGION1,LUHYDMPH1,LUHO,1,2059,1
REGION1,LUHYDMPH1,LUHO,1,2060,1
REGION1,LUHYDMPH2,LUHO,1,2015,1
REGION1,LUHYDMPH2,LUHO,1,2016,1
REGION1,LUHYDMPH2,LUHO,1,2017,1
REGION1,LUHYDMPH2,LUHO,1,2018,1
REGION1,LUHYDMPH2,LUHO,1,2019,1
REGION1,LUHYDMPH2,LUHO,1,2020,1
REGION1,LUHYDMPH2,LUHO,1,2021,1
REGION1,LUHYDMPH2,LUHO,1,2022,1
REGION1,LUHYDMPH2,LUHO,1,2023,1
REGION1,LUHYDMPH2,LUHO,1,2024,1
REGION1,LUHYDMPH2,LUHO,1,2025,1
REGION1,LUHYDMPH2,LUHO,1,2026,1
REGION1,LUHYDMPH2,LUHO,1,2027,1
REGION1,LUHYDMPH2,LUHO,1,2028,1
REGION1,LUHYDMPH2,LUHO,1,2029,1
REGION1,LUHYDMPH2,LUHO,1,2030,1
REGION1,LUHYDMPH2,LUHO,1,2031,1
REGION1,LUHYDMPH2,LUHO,1,2032,1
REGION1,LUHYDMPH2,LUHO,1,2033,1
REGION1,LUHYDMPH2,LUHO,1,2034,1
REGION1,LUHYDMPH2,LUHO,1,2035,1
REGION1,LUHYDMPH2,LUHO,1,2036,1
REGION1,LUHYDMPH2,LUHO,1,2037,1
REGION1,LUHYDMPH2,LUHO,1,2038,1
REGION1,LUHYDMPH2,LUHO,1,2039,1
REGION1,LUHYDMPH2,LUHO,1,2040,1
REGION1,LUHYDMPH2,LUHO,1,2041,1
REGION1,LUHYDMPH2,LUHO,1,2042,1
REGION1,LUHYDMPH2,LUHO,1,2043,1
REGION1,LUHYDMPH2,LUHO,1,2044,1
REGION1,LUHYDMPH2,LUHO,1,2045,1
REGION1,LUHYDMPH2,LUHO,1,2046,1
REGION1,LUHYDMPH2,LUHO,1,2047,1
REGION1,LUHYDMPH2,LUHO,1,2048,1
REGION1,LUHYDMPH2,LUHO,1,2049,1
REGION1,LUHYDMPH2,LUHO,1,2050,1
REGION1,LUHYDMPH2,LUHO,1,2051,1
REGION1,LUHYDMPH2,LUHO,1,2052,1
REGION1,LUHYDMPH2,LUHO,1,2053,1
REGION1,LUHYDMPH2,LUHO,1,2054,1
REGION1,LUHYDMPH2,LUHO,1,2055,1
REGION1,LUHYDMPH2,LUHO,1,2056,1
REGION1,LUHYDMPH2,LUHO,1,2057,1
REGION1,LUHYDMPH2,LUHO,1,2058,1
REGION1,LUHYDMPH2,LUHO,1,2059,1
REGION1,LUHYDMPH2,LUHO,1,2060,1
REGION1,LUHYDMPH3,LUHO,1,2015,1
REGION1,LUHYDMPH3,LUHO,1,2016,1
REGION1,LUHYDMPH3,LUHO,1,2017,1
REGION1,LUHYDMPH3,LUHO,1,2018,1
REGION1,LUHYDMPH3,LUHO,1,2019,1
REGION1,LUHYDMPH3,LUHO,1,2020,1
REGION1,LUHYDMPH3,LUHO,1,2021,1
REGION1,LUHYDMPH3,LUHO,1,2022,1
REGION1,LUHYDMPH3,LUHO,1,2023,1
REGION1,LUHYDMPH3,LUHO,1,2024,1
REGION1,LUHYDMPH3,LUHO,1,2025,1
REGION1,LUHYDMPH3,LUHO,1,2026,1
REGION1,LUHYDMPH3,LUHO,1,2027,1
REGION1,LUHYDMPH3,LUHO,1,2028,1
REGION1,LUHYDMPH3,LUHO,1,2029,1
REGION1,LUHYDMPH3,LUHO,1,2030,1
REGION1,LUHYDMPH3,LUHO,1,2031,1
REGION1,LUHYDMPH3,LUHO,1,2032,1
REGION1,LUHYDMPH3,LUHO,1,2033,1
REGION1,LUHYDMPH3,LUHO,1,2034,1
REGION1,LUHYDMPH3,LUHO,1,2035,1
REGION1,LUHYDMPH3,LUHO,1,2036,1
REGION1,LUHYDMPH3,LUHO,1,2037,1
REGION1,LUHYDMPH3,LUHO,1,2038,1
REGION1,LUHYDMPH3,LUHO,1,2039,1
REGION1,LUHYDMPH3,LUHO,1,2040,1
REGION1,LUHYDMPH3,LUHO,1,2041,1
REGION1,LUHYDMPH3,LUHO,1,2042,1
REGION1,LUHYDMPH3,LUHO,1,2043,1
REGION1,LUHYDMPH3,LUHO,1,2044,1
REGION1,LUHYDMPH3,LUHO,1,2045,1
REGION1,LUHYDMPH3,LUHO,1,2046,1
REGION1,LUHYDMPH3,LUHO,1,2047,1
REGION1,LUHYDMPH3,LUHO,1,2048,1
REGION1,LUHYDMPH3,LUHO,1,2049,1
REGION1,LUHYDMPH3,LUHO,1,2050,1
REGION1,LUHYDMPH3,LUHO,1,2051,1
REGION1,LUHYDMPH3,LUHO,1,2052,1
REGION1,LUHYDMPH3,LUHO,1,2053,1
REGION1,LUHYDMPH3,LUHO,1,2054,1
REGION1,LUHYDMPH3,LUHO,1,2055,1
REGION1,LUHYDMPH3,LUHO,1,2056,1
REGION1,LUHYDMPH3,LUHO,1,2057,1
REGION1,LUHYDMPH3,LUHO,1,2058,1
REGION1,LUHYDMPH3,LUHO,1,2059,1
REGION1,LUHYDMPH3,LUHO,1,2060,1
REGION1,LUHYDSPH2,LUHO,1,2015,1
REGION1,LUHYDSPH2,LUHO,1,2016,1
REGION1,LUHYDSPH2,LUHO,1,2017,1
REGION1,LUHYDSPH2,LUHO,1,2018,1
REGION1,LUHYDSPH2,LUHO,1,2019,1
REGION1,LUHYDSPH2,LUHO,1,2020,1
REGION1,LUHYDSPH2,LUHO,1,2021,1
REGION1,LUHYDSPH2,LUHO,1,2022,1
REGION1,LUHYDSPH2,LUHO,1,2023,1
REGION1,LUHYDSPH2,LUHO,1,2024,1
REGION1,LUHYDSPH2,LUHO,1,2025,1
REGION1,LUHYDSPH2,LUHO,1,2026,1
REGION1,LUHYDSPH2,LUHO,1,2027,1
REGION1,LUHYDSPH2,LUHO,1,2028,1
REGION1,LUHYDSPH2,LUHO,1,2029,1
REGION1,LUHYDSPH2,LUHO,1,2030,1
REGION1,LUHYDSPH2,LUHO,1,2031,1
REGION1,LUHYDSPH2,LUHO,1,2032,1
REGION1,LUHYDSPH2,LUHO,1,2033,1
REGION1,LUHYDSPH2,LUHO,1,2034,1
REGION1,LUHYDSPH2,LUHO,1,2035,1
REGION1,LUHYDSPH2,LUHO,1,2036,1
REGION1,LUHYDSPH2,LUHO,1,2037,1
REGION1,LUHYDSPH2,LUHO,1,2038,1
REGION1,LUHYDSPH2,LUHO,1,2039,1
REGION1,LUHYDSPH2,LUHO,1,2040,1
REGION1,LUHYDSPH2,LUHO,1,2041,1
REGION1,LUHYDSPH2,LUHO,1,2042,1
REGION1,LUHYDSPH2,LUHO,1,2043,1
REGION1,LUHYDSPH2,LUHO,1,2044,1
REGION1,LUHYDSPH2,LUHO,1,2045,1
REGION1,LUHYDSPH2,LUHO,1,2046,1
REGION1,LUHYDSPH2,LUHO,1,2047,1
REGION1,LUHYDSPH2,LUHO,1,2048,1
REGION1,LUHYDSPH2,LUHO,1,2049,1
REGION1,LUHYDSPH2,LUHO,1,2050,1
REGION1,LUHYDSPH2,LUHO,1,2051,1
REGION1,LUHYDSPH2,LUHO,1,2052,1
REGION1,LUHYDSPH2,LUHO,1,2053,1
REGION1,LUHYDSPH2,LUHO,1,2054,1
REGION1,LUHYDSPH2,LUHO,1,2055,1
REGION1,LUHYDSPH2,LUHO,1,2056,1
REGION1,LUHYDSPH2,LUHO,1,2057,1
REGION1,LUHYDSPH2,LUHO,1,2058,1
REGION1,LUHYDSPH2,LUHO,1,2059,1
REGION1,LUHYDSPH2,LUHO,1,2060,1
REGION1,LUHYDSPH3,LUHO,1,2015,1
REGION1,LUHYDSPH3,LUHO,1,2016,1
REGION1,LUHYDSPH3,LUHO,1,2017,1
REGION1,LUHYDSPH3,LUHO,1,2018,1
REGION1,LUHYDSPH3,LUHO,1,2019,1
REGION1,LUHYDSPH3,LUHO,1,2020,1
REGION1,LUHYDSPH3,LUHO,1,2021,1
REGION1,LUHYDSPH3,LUHO,1,2022,1
REGION1,LUHYDSPH3,LUHO,1,2023,1
REGION1,LUHYDSPH3,LUHO,1,2024,1
REGION1,LUHYDSPH3,LUHO,1,2025,1
REGION1,LUHYDSPH3,LUHO,1,2026,1
REGION1,LUHYDSPH3,LUHO,1,2027,1
REGION1,LUHYDSPH3,LUHO,1,2028,1
REGION1,LUHYDSPH3,LUHO,1,2029,1
REGION1,LUHYDSPH3,LUHO,1,2030,1
REGION1,LUHYDSPH3,LUHO,1,2031,1
REGION1,LUHYDSPH3,LUHO,1,2032,1
REGION1,LUHYDSPH3,LUHO,1,2033,1
REGION1,LUHYDSPH3,LUHO,1,2034,1
REGION1,LUHYDSPH3,LUHO,1,2035,1
REGION1,LUHYDSPH3,LUHO,1,2036,1
REGION1,LUHYDSPH3,LUHO,1,2037,1
REGION1,LUHYDSPH3,LUHO,1,2038,1
REGION1,LUHYDSPH3,LUHO,1,2039,1
REGION1,LUHYDSPH3,LUHO,1,2040,1
REGION1,LUHYDSPH3,LUHO,1,2041,1
REGION1,LUHYDSPH3,LUHO,1,2042,1
REGION1,LUHYDSPH3,LUHO,1,2043,1
REGION1,LUHYDSPH3,LUHO,1,2044,1
REGION1,LUHYDSPH3,LUHO,1,2045,1
REGION1,LUHYDSPH3,LUHO,1,2046,1
REGION1,LUHYDSPH3,LUHO,1,2047,1
REGION1,LUHYDSPH3,LUHO,1,2048,1
REGION1,LUHYDSPH3,LUHO,1,2049,1
REGION1,LUHYDSPH3,LUHO,1,2050,1
REGION1,LUHYDSPH3,LUHO,1,2051,1
REGION1,LUHYDSPH3,LUHO,1,2052,1
REGION1,LUHYDSPH3,LUHO,1,2053,1
REGION1,LUHYDSPH3,LUHO,1,2054,1
REGION1,LUHYDSPH3,LUHO,1,2055,1
REGION1,LUHYDSPH3,LUHO,1,2056,1
REGION1,LUHYDSPH3,LUHO,1,2057,1
REGION1,LUHYDSPH3,LUHO,1,2058,1
REGION1,LUHYDSPH3,LUHO,1,2059,1
REGION1,LUHYDSPH3,LUHO,1,2060,1
REGION1,LUNG00I00,CO2,1,2015,73.4
REGION1,LUNG00I00,CO2,1,2016,73.4
REGION1,LUNG00I00,CO2,1,2017,73.4
REGION1,LUNG00I00,CO2,1,2018,73.4
REGION1,LUNG00I00,CO2,1,2019,73.4
REGION1,LUNG00I00,CO2,1,2020,73.4
REGION1,LUNG00I00,CO2,1,2021,73.4
REGION1,LUNG00I00,CO2,1,2022,73.4
REGION1,LUNG00I00,CO2,1,2023,73.4
REGION1,LUNG00I00,CO2,1,2024,73.4
REGION1,LUNG00I00,CO2,1,2025,73.4
REGION1,LUNG00I00,CO2,1,2026,73.4
REGION1,LUNG00I00,CO2,1,2027,73.4
REGION1,LUNG00I00,CO2,1,2028,73.4
REGION1,LUNG00I00,CO2,1,2029,73.4
REGION1,LUNG00I00,CO2,1,2030,73.4
REGION1,LUNG00I00,CO2,1,2031,73.4
REGION1,LUNG00I00,CO2,1,2032,73.4
REGION1,LUNG00I00,CO2,1,2033,73.4
REGION1,LUNG00I00,CO2,1,2034,73.4
REGION1,LUNG00I00,CO2,1,2035,73.4
REGION1,LUNG00I00,CO2,1,2036,73.4
REGION1,LUNG00I00,CO2,1,2037,73.4
REGION1,LUNG00I00,CO2,1,2038,73.4
REGION1,LUNG00I00,CO2,1,2039,73.4
REGION1,LUNG00I00,CO2,1,2040,73.4
REGION1,LUNG00I00,CO2,1,2041,73.4
REGION1,LUNG00I00,CO2,1,2042,73.4
REGION1,LUNG00I00,CO2,1,2043,73.4
REGION1,LUNG00I00,CO2,1,2044,73.4
REGION1,LUNG00I00,CO2,1,2045,73.4
REGION1,LUNG00I00,CO2,1,2046,73.4
REGION1,LUNG00I00,CO2,1,2047,73.4
REGION1,LUNG00I00,CO2,1,2048,73.4
REGION1,LUNG00I00,CO2,1,2049,73.4
REGION1,LUNG00I00,CO2,1,2050,73.4
REGION1,LUNG00I00,CO2,1,2051,73.4
REGION1,LUNG00I00,CO2,1,2052,73.4
REGION1,LUNG00I00,CO2,1,2053,73.4
REGION1,LUNG00I00,CO2,1,2054,73.4
REGION1,LUNG00I00,CO2,1,2055,73.4
REGION1,LUNG00I00,CO2,1,2056,73.4
REGION1,LUNG00I00,CO2,1,2057,73.4
REGION1,LUNG00I00,CO2,1,2058,73.4
REGION1,LUNG00I00,CO2,1,2059,73.4
REGION1,LUNG00I00,CO2,1,2060,73.4
REGION1,LUNGCCPH2,LUPM25,1,2015,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2016,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2017,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2018,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2019,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2020,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2021,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2022,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2023,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2024,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2025,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2026,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2027,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2028,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2029,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2030,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2031,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2032,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2033,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2034,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2035,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2036,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2037,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2038,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2039,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2040,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2041,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2042,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2043,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2044,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2045,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2046,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2047,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2048,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2049,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2050,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2051,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2052,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2053,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2054,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2055,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2056,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2057,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2058,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2059,0.0002
REGION1,LUNGCCPH2,LUPM25,1,2060,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2015,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2016,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2017,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2018,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2019,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2020,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2021,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2022,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2023,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2024,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2025,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2026,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2027,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2028,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2029,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2030,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2031,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2032,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2033,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2034,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2035,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2036,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2037,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2038,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2039,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2040,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2041,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2042,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2043,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2044,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2045,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2046,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2047,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2048,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2049,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2050,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2051,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2052,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2053,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2054,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2055,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2056,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2057,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2058,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2059,0.0002
REGION1,LUNGCHPH3,LUPM25,1,2060,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2015,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2016,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2017,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2018,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2019,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2020,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2021,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2022,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2023,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2024,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2025,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2026,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2027,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2028,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2029,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2030,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2031,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2032,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2033,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2034,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2035,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2036,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2037,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2038,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2039,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2040,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2041,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2042,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2043,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2044,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2045,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2046,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2047,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2048,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2049,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2050,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2051,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2052,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2053,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2054,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2055,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2056,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2057,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2058,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2059,0.0002
REGION1,LUNGCHPN3,LUPM25,1,2060,0.0002
REGION1,LUNGCSPN2,CO2,1,2015,-101.2564998
REGION1,LUNGCSPN2,CO2,1,2016,-100.5903386
REGION1,LUNGCSPN2,CO2,1,2017,-99.9241774
REGION1,LUNGCSPN2,CO2,1,2018,-99.25801622
REGION1,LUNGCSPN2,CO2,1,2019,-98.59185504
REGION1,LUNGCSPN2,CO2,1,2020,-97.92569386
REGION1,LUNGCSPN2,CO2,1,2021,-97.10964641
REGION1,LUNGCSPN2,CO2,1,2022,-96.29359896
REGION1,LUNGCSPN2,CO2,1,2023,-95.47755151
REGION1,LUNGCSPN2,CO2,1,2024,-94.66150406
REGION1,LUNGCSPN2,CO2,1,2025,-93.84545661
REGION1,LUNGCSPN2,CO2,1,2026,-93.02940916
REGION1,LUNGCSPN2,CO2,1,2027,-92.21336171
REGION1,LUNGCSPN2,CO2,1,2028,-91.39731426
